TITLE,
1134.6826,2743
1135.4675,2749
1136.2523,2732
1137.0370,2777
1137.8214,2777
1138.6058,2753
1139.3900,2770
1140.1741,2775
1140.9580,2787
1141.7417,2789
1142.5254,2772
1143.3088,2754
1144.0922,2817
1144.8754,2767
1145.6584,2809
1146.4414,2784
1147.2241,2798
1148.0067,2826
1148.7892,2823
1149.5715,2805
1150.3538,2873
1151.1359,2809
1151.9177,2883
1152.6995,2849
1153.4811,2836
1154.2626,2872
1155.0439,2841
1155.8251,2881
1156.6061,2886
1157.3871,2862
1158.1677,2909
1158.9484,2896
1159.7289,2869
1160.5092,2891
1161.2894,2899
1162.0695,2908
1162.8494,2919
1163.6290,2927
1164.4087,2918
1165.1881,2926
1165.9675,2940
1166.7467,2928
1167.5256,2953
1168.3046,2927
1169.0834,2952
1169.8619,2971
1170.6404,2959
1171.4187,2983
1172.1969,2995
1172.9750,2977
1173.7528,2997
1174.5306,3010
1175.3082,2999
1176.0857,2989
1176.8630,2985
1177.6401,3031
1178.4172,3020
1179.1941,3028
1179.9708,3028
1180.7476,3029
1181.5239,3046
1182.3003,3022
1183.0765,3049
1183.8525,3072
1184.6284,3045
1185.4042,3068
1186.1798,3058
1186.9553,3080
1187.7306,3087
1188.5057,3099
1189.2809,3143
1190.0558,3102
1190.8304,3109
1191.6051,3124
1192.3796,3124
1193.1539,3129
1193.9281,3119
1194.7021,3167
1195.4761,3193
1196.2499,3148
1197.0234,3173
1197.7970,3144
1198.5703,3152
1199.3435,3163
1200.1166,3188
1200.8895,3165
1201.6622,3203
1202.4349,3208
1203.2074,3226
1203.9797,3208
1204.7520,3230
1205.5240,3233
1206.2959,3214
1207.0677,3242
1207.8394,3234
1208.6108,3238
1209.3822,3259
1210.1534,3232
1210.9246,3274
1211.6954,3294
1212.4662,3282
1213.2369,3256
1214.0074,3274
1214.7777,3298
1215.5480,3294
1216.3181,3292
1217.0880,3254
1217.8578,3323
1218.6274,3370
1219.3970,3313
1220.1664,3318
1220.9357,3328
1221.7047,3391
1222.4736,3352
1223.2426,3357
1224.0112,3371
1224.7797,3354
1225.5481,3398
1226.3164,3393
1227.0845,3386
1227.8524,3393
1228.6202,3390
1229.3879,3409
1230.1555,3418
1230.9230,3391
1231.6902,3431
1232.4573,3436
1233.2244,3445
1233.9912,3416
1234.7578,3473
1235.5244,3465
1236.2909,3499
1237.0571,3471
1237.8232,3475
1238.5894,3496
1239.3551,3546
1240.1208,3573
1240.8865,3498
1241.6519,3537
1242.4172,3528
1243.1824,3512
1243.9474,3551
1244.7123,3596
1245.4771,3580
1246.2416,3567
1247.0061,3558
1247.7704,3612
1248.5345,3619
1249.2986,3625
1250.0625,3624
1250.8263,3619
1251.5900,3629
1252.3534,3678
1253.1167,3683
1253.8799,3672
1254.6429,3675
1255.4059,3667
1256.1687,3722
1256.9314,3699
1257.6938,3695
1258.4562,3730
1259.2184,3766
1259.9805,3805
1260.7424,3764
1261.5043,3784
1262.2660,3827
1263.0275,3777
1263.7888,3819
1264.5500,3810
1265.3112,3837
1266.0721,3885
1266.8330,3871
1267.5936,3848
1268.3542,3889
1269.1146,3908
1269.8749,3940
1270.6350,3900
1271.3950,3961
1272.1549,3917
1272.9147,4012
1273.6742,3987
1274.4336,4023
1275.1929,3998
1275.9520,4054
1276.7111,4074
1277.4700,4053
1278.2288,4053
1278.9873,4066
1279.7458,4103
1280.5042,4126
1281.2623,4172
1282.0204,4145
1282.7783,4161
1283.5360,4160
1284.2937,4178
1285.0511,4224
1285.8085,4247
1286.5657,4243
1287.3228,4239
1288.0797,4264
1288.8365,4296
1289.5931,4302
1290.3497,4291
1291.1061,4368
1291.8623,4369
1292.6184,4380
1293.3744,4376
1294.1302,4411
1294.8860,4402
1295.6415,4446
1296.3970,4474
1297.1522,4433
1297.9073,4516
1298.6624,4470
1299.4172,4539
1300.1719,4543
1300.9265,4569
1301.6809,4610
1302.4353,4572
1303.1895,4592
1303.9435,4684
1304.6974,4634
1305.4512,4681
1306.2047,4684
1306.9583,4704
1307.7115,4726
1308.4647,4745
1309.2179,4739
1309.9708,4784
1310.7235,4821
1311.4762,4835
1312.2288,4894
1312.9811,4896
1313.7334,4940
1314.4855,5030
1315.2374,5027
1315.9893,5028
1316.7410,5097
1317.4926,5114
1318.2439,5161
1318.9952,5242
1319.7463,5303
1320.4973,5339
1321.2482,5406
1321.9989,5536
1322.7495,5663
1323.5000,5830
1324.2502,6103
1325.0005,6489
1325.7505,7236
1326.5005,8604
1327.2502,11036
1327.9999,14848
1328.7493,18911
1329.4987,22225
1330.2479,23467
1330.9969,21820
1331.7460,17471
1332.4948,12704
1333.2434,9399
1333.9919,7652
1334.7404,6883
1335.4886,6420
1336.2367,6232
1336.9847,6129
1337.7325,6039
1338.4803,5967
1339.2279,5974
1339.9753,5928
1340.7227,5955
1341.4697,5862
1342.2168,5916
1342.9637,5915
1343.7104,5981
1344.4570,5997
1345.2036,5925
1345.9500,5984
1346.6962,6038
1347.4423,6065
1348.1881,6087
1348.9340,6071
1349.6796,6066
1350.4252,6204
1351.1705,6243
1351.9158,6259
1352.6609,6299
1353.4059,6305
1354.1508,6331
1354.8955,6433
1355.6400,6482
1356.3845,6462
1357.1288,6497
1357.8729,6619
1358.6169,6571
1359.3608,6654
1360.1046,6643
1360.8483,6711
1361.5917,6719
1362.3351,6802
1363.0782,6875
1363.8214,6890
1364.5643,6882
1365.3071,7037
1366.0498,7045
1366.7924,7080
1367.5348,7123
1368.2770,7190
1369.0192,7283
1369.7611,7325
1370.5031,7346
1371.2448,7382
1371.9863,7440
1372.7278,7529
1373.4691,7582
1374.2102,7666
1374.9513,7667
1375.6923,7718
1376.4330,7869
1377.1736,7869
1377.9141,7975
1378.6545,7950
1379.3948,8099
1380.1348,8138
1380.8748,8162
1381.6146,8257
1382.3542,8278
1383.0939,8358
1383.8333,8393
1384.5725,8505
1385.3118,8491
1386.0508,8530
1386.7897,8642
1387.5283,8757
1388.2670,8765
1389.0055,8803
1389.7438,8963
1390.4821,8997
1391.2201,9039
1391.9580,9059
1392.6958,9228
1393.4335,9212
1394.1710,9317
1394.9084,9377
1395.6456,9422
1396.3828,9430
1397.1198,9572
1397.8567,9670
1398.5934,9691
1399.3300,9855
1400.0664,9841
1400.8027,9856
1401.5389,10001
1402.2750,10014
1403.0109,10089
1403.7467,10164
1404.4823,10170
1405.2179,10225
1405.9532,10238
1406.6885,10377
1407.4236,10439
1408.1586,10545
1408.8934,10561
1409.6281,10566
1410.3627,10630
1411.0972,10686
1411.8314,10723
1412.5656,10712
1413.2997,10787
1414.0336,10849
1414.7673,10855
1415.5010,10787
1416.2345,10872
1416.9678,11015
1417.7010,10980
1418.4341,10998
1419.1671,10982
1419.8999,11010
1420.6327,11110
1421.3652,11101
1422.0977,11143
1422.8300,11136
1423.5621,11211
1424.2941,11152
1425.0260,11188
1425.7578,11157
1426.4894,11110
1427.2209,11141
1427.9523,11221
1428.6835,11260
1429.4146,11205
1430.1455,11185
1430.8763,11180
1431.6071,11203
1432.3376,11115
1433.0680,11158
1433.7983,11101
1434.5286,11105
1435.2585,11066
1435.9884,11118
1436.7181,11073
1437.4478,10946
1438.1772,10877
1438.9066,10960
1439.6359,10941
1440.3650,10942
1441.0940,10858
1441.8228,10835
1442.5515,10829
1443.2800,10804
1444.0084,10702
1444.7368,10667
1445.4650,10564
1446.1930,10645
1446.9209,10625
1447.6486,10482
1448.3762,10494
1449.1038,10464
1449.8311,10368
1450.5583,10366
1451.2854,10307
1452.0125,10269
1452.7393,10258
1453.4659,10138
1454.1925,10118
1454.9189,10049
1455.6453,10011
1456.3715,9921
1457.0974,9897
1457.8234,9911
1458.5492,9823
1459.2748,9759
1460.0002,9673
1460.7257,9680
1461.4509,9674
1462.1760,9610
1462.9010,9551
1463.6259,9473
1464.3506,9451
1465.0752,9403
1465.7996,9411
1466.5239,9325
1467.2482,9247
1467.9722,9185
1468.6960,9165
1469.4199,9166
1470.1436,9096
1470.8671,9058
1471.5905,8969
1472.3137,8946
1473.0369,8960
1473.7599,8860
1474.4827,8762
1475.2054,8773
1475.9281,8728
1476.6505,8742
1477.3729,8731
1478.0951,8572
1478.8171,8570
1479.5391,8591
1480.2609,8493
1480.9825,8487
1481.7041,8414
1482.4255,8366
1483.1469,8385
1483.8680,8323
1484.5890,8316
1485.3099,8197
1486.0306,8229
1486.7512,8185
1487.4718,8216
1488.1921,8134
1488.9124,8142
1489.6324,8054
1490.3524,8050
1491.0723,8019
1491.7920,7954
1492.5116,7943
1493.2310,7962
1493.9503,7888
1494.6696,7925
1495.3885,7863
1496.1074,7859
1496.8263,7828
1497.5449,7787
1498.2634,7771
1498.9818,7798
1499.7001,7758
1500.4182,7727
1501.1362,7661
1501.8541,7678
1502.5719,7633
1503.2894,7613
1504.0070,7580
1504.7242,7589
1505.4415,7565
1506.1586,7553
1506.8756,7503
1507.5924,7512
1508.3091,7456
1509.0256,7452
1509.7421,7416
1510.4584,7437
1511.1746,7440
1511.8906,7339
1512.6064,7414
1513.3223,7442
1514.0380,7361
1514.7534,7327
1515.4689,7344
1516.1841,7297
1516.8992,7311
1517.6143,7347
1518.3291,7238
1519.0438,7261
1519.7584,7221
1520.4729,7275
1521.1873,7233
1521.9015,7180
1522.6155,7218
1523.3295,7148
1524.0433,7269
1524.7570,7223
1525.4706,7148
1526.1840,7118
1526.8973,7114
1527.6105,7180
1528.3235,7134
1529.0365,7124
1529.7493,7060
1530.4619,7119
1531.1744,7109
1531.8868,7109
1532.5991,7074
1533.3112,7057
1534.0232,7022
1534.7351,7053
1535.4468,7061
1536.1584,7046
1536.8699,7016
1537.5813,7020
1538.2925,7017
1539.0035,7030
1539.7146,6973
1540.4254,7022
1541.1361,6988
1541.8467,7027
1542.5571,7008
1543.2675,7052
1543.9777,6963
1544.6877,7016
1545.3976,7049
1546.1074,6973
1546.8171,7012
1547.5266,6926
1548.2361,6987
1548.9453,6932
1549.6545,6982
1550.3635,6922
1551.0724,6938
1551.7811,6846
1552.4899,6952
1553.1984,6966
1553.9067,6930
1554.6150,6893
1555.3231,6892
1556.0310,6897
1556.7389,6935
1557.4467,6896
1558.1543,6874
1558.8617,6807
1559.5691,6882
1560.2762,6860
1560.9834,6854
1561.6903,6861
1562.3972,6834
1563.1039,6829
1563.8104,6869
1564.5168,6873
1565.2233,6860
1565.9294,6847
1566.6355,6881
1567.3414,6901
1568.0472,6873
1568.7528,6834
1569.4584,6818
1570.1638,6811
1570.8691,6864
1571.5742,6841
1572.2793,6845
1572.9843,6814
1573.6890,6772
1574.3937,6804
1575.0981,6794
1575.8025,6848
1576.5068,6799
1577.2109,6775
1577.9149,6849
1578.6188,6816
1579.3225,6802
1580.0261,6771
1580.7296,6793
1581.4330,6832
1582.1362,6802
1582.8394,6842
1583.5424,6823
1584.2451,6800
1584.9479,6796
1585.6505,6854
1586.3529,6872
1587.0553,6791
1587.7574,6870
1588.4596,6843
1589.1615,6825
1589.8634,6844
1590.5651,6860
1591.2666,6831
1591.9680,6827
1592.6693,6898
1593.3706,6907
1594.0717,6930
1594.7726,6899
1595.4734,6917
1596.1741,6923
1596.8745,6864
1597.5750,6914
1598.2753,6919
1598.9755,6929
1599.6754,6906
1600.3754,6963
1601.0752,6933
1601.7748,6954
1602.4744,6951
1603.1737,6927
1603.8730,6920
1604.5721,6983
1605.2712,6985
1605.9701,6981
1606.6688,6991
1607.3674,6969
1608.0659,7023
1608.7644,7051
1609.4626,6991
1610.1608,7031
1610.8588,7080
1611.5566,7045
1612.2544,7077
1612.9520,7049
1613.6494,7026
1614.3468,7055
1615.0441,7141
1615.7412,7102
1616.4381,7082
1617.1350,7147
1617.8318,7084
1618.5283,7140
1619.2249,7125
1619.9211,7168
1620.6174,7120
1621.3135,7147
1622.0094,7204
1622.7053,7191
1623.4010,7205
1624.0966,7182
1624.7920,7198
1625.4874,7188
1626.1826,7240
1626.8777,7229
1627.5726,7197
1628.2675,7185
1628.9622,7246
1629.6567,7261
1630.3512,7236
1631.0455,7271
1631.7397,7291
1632.4337,7262
1633.1277,7328
1633.8215,7319
1634.5153,7345
1635.2087,7332
1635.9022,7321
1636.5956,7307
1637.2887,7352
1637.9818,7385
1638.6747,7374
1639.3676,7403
1640.0602,7355
1640.7527,7418
1641.4452,7398
1642.1375,7417
1642.8296,7376
1643.5217,7388
1644.2136,7376
1644.9054,7459
1645.5970,7415
1646.2886,7462
1646.9801,7428
1647.6714,7457
1648.3625,7493
1649.0536,7472
1649.7445,7526
1650.4353,7519
1651.1260,7472
1651.8164,7529
1652.5068,7536
1653.1971,7500
1653.8873,7542
1654.5774,7484
1655.2672,7565
1655.9570,7526
1656.6467,7576
1657.3362,7532
1658.0256,7589
1658.7150,7541
1659.4041,7603
1660.0931,7577
1660.7820,7591
1661.4708,7565
1662.1594,7585
1662.8480,7585
1663.5364,7587
1664.2247,7595
1664.9128,7604
1665.6008,7627
1666.2887,7642
1666.9766,7675
1667.6642,7654
1668.3517,7598
1669.0391,7707
1669.7264,7664
1670.4136,7764
1671.1006,7681
1671.7875,7657
1672.4742,7662
1673.1609,7760
1673.8474,7719
1674.5338,7745
1675.2201,7697
1675.9063,7759
1676.5923,7747
1677.2782,7772
1677.9640,7729
1678.6497,7721
1679.3351,7791
1680.0205,7790
1680.7058,7790
1681.3910,7762
1682.0760,7820
1682.7609,7760
1683.4457,7824
1684.1304,7850
1684.8148,7889
1685.4993,7821
1686.1836,7855
1686.8677,7782
1687.5518,7867
1688.2356,7866
1688.9194,7854
1689.6030,7926
1690.2866,7901
1690.9700,7886
1691.6533,7895
1692.3364,7915
1693.0195,7915
1693.7024,7968
1694.3853,7930
1695.0679,7944
1695.7504,7978
1696.4329,8006
1697.1151,8017
1697.7972,7980
1698.4794,8032
1699.1613,8013
1699.8430,8015
1700.5247,8017
1701.2063,7971
1701.8877,7972
1702.5690,8092
1703.2501,8129
1703.9312,8089
1704.6121,8074
1705.2930,8021
1705.9736,8122
1706.6542,8167
1707.3346,8138
1708.0149,8162
1708.6951,8142
1709.3751,8141
1710.0551,8190
1710.7349,8210
1711.4146,8174
1712.0941,8165
1712.7736,8170
1713.4529,8198
1714.1321,8231
1714.8112,8271
1715.4901,8194
1716.1689,8252
1716.8477,8181
1717.5261,8255
1718.2046,8279
1718.8829,8250
1719.5612,8303
1720.2393,8278
1720.9172,8314
1721.5950,8370
1722.2727,8336
1722.9503,8324
1723.6278,8333
1724.3052,8377
1724.9823,8429
1725.6594,8420
1726.3364,8351
1727.0133,8429
1727.6899,8438
1728.3666,8429
1729.0431,8425
1729.7194,8514
1730.3956,8394
1731.0718,8449
1731.7477,8502
1732.4236,8512
1733.0994,8461
1733.7749,8442
1734.4504,8492
1735.1259,8496
1735.8010,8532
1736.4762,8543
1737.1512,8544
1737.8260,8528
1738.5009,8595
1739.1754,8627
1739.8500,8645
1740.5244,8628
1741.1986,8610
1741.8728,8663
1742.5468,8604
1743.2207,8676
1743.8944,8652
1744.5681,8637
1745.2417,8624
1745.9150,8652
1746.5884,8646
1747.2615,8740
1747.9346,8711
1748.6074,8683
1749.2803,8692
1749.9529,8846
1750.6255,8703
1751.2979,8792
1751.9702,8709
1752.6423,8674
1753.3145,8795
1753.9865,8784
1754.6582,8768
1755.3300,8755
1756.0015,8773
1756.6730,8779
1757.3442,8736
1758.0155,8855
1758.6865,8808
1759.3575,8824
1760.0283,8809
1760.6991,8813
1761.3696,8846
1762.0402,8796
1762.7104,8815
1763.3807,8842
1764.0508,8851
1764.7208,8912
1765.3906,8824
1766.0604,8798
1766.7300,8845
1767.3995,8843
1768.0688,8926
1768.7382,8827
1769.4072,8887
1770.0763,8880
1770.7451,8827
1771.4139,8829
1772.0825,8896
1772.7511,8943
1773.4196,8885
1774.0878,8838
1774.7560,8888
1775.4240,8921
1776.0919,8996
1776.7596,8936
1777.4274,8871
1778.0950,8907
1778.7623,8911
1779.4297,8961
1780.0968,8889
1780.7639,8890
1781.4308,8863
1782.0977,8908
1782.7644,8985
1783.4309,8923
1784.0974,8912
1784.7638,8902
1785.4299,8882
1786.0961,8913
1786.7621,8983
1787.4279,8932
1788.0936,8947
1788.7593,8956
1789.4247,8972
1790.0901,8984
1790.7554,8907
1791.4204,8965
1792.0854,8912
1792.7504,8935
1793.4152,8950
1794.0797,8916
1794.7443,8987
1795.4087,9003
1796.0730,8874
1796.7371,8917
1797.4011,8956
1798.0651,8983
1798.7289,8884
1799.3926,8959
1800.0560,8970
1800.7195,8931
1801.3828,8992
1802.0460,8964
1802.7091,8933
1803.3721,8950
1804.0349,8945
1804.6976,8996
1805.3602,8969
1806.0227,8948
1806.6849,8998
1807.3472,8980
1808.0093,8913
1808.6713,8954
1809.3331,8929
1809.9949,8958
1810.6566,8933
1811.3181,8977
1811.9795,8989
1812.6407,8969
1813.3019,8964
1813.9629,8941
1814.6238,8886
1815.2845,8974
1815.9452,9001
1816.6058,8977
1817.2662,8950
1817.9265,8927
1818.5867,8967
1819.2467,8988
1819.9067,8915
1820.5665,8937
1821.2262,8908
1821.8857,8955
1822.5453,8906
1823.2046,8959
1823.8638,8979
1824.5229,8938
1825.1819,8920
1825.8408,8925
1826.4995,8953
1827.1581,9013
1827.8167,8894
1828.4750,8933
1829.1333,8943
1829.7914,8988
1830.4495,8969
1831.1074,8995
1831.7651,8946
1832.4229,8918
1833.0803,8949
1833.7378,8993
1834.3951,9005
1835.0522,8993
1835.7094,8914
1836.3663,8964
1837.0231,9010
1837.6798,8907
1838.3364,8961
1838.9929,8950
1839.6493,8932
1840.3054,8998
1840.9615,8984
1841.6176,8991
1842.2734,8951
1842.9292,8906
1843.5848,9013
1844.2404,8973
1844.8958,9007
1845.5510,9012
1846.2062,8924
1846.8612,8944
1847.5161,8903
1848.1709,9006
1848.8256,8992
1849.4802,8965
1850.1346,9010
1850.7889,8955
1851.4431,8985
1852.0973,8909
1852.7512,9012
1853.4050,8930
1854.0588,8932
1854.7124,8923
1855.3658,8981
1856.0193,8917
1856.6725,8983
1857.3257,8950
1857.9786,8950
1858.6316,8970
1859.2843,8939
1859.9370,8996
1860.5895,9018
1861.2419,8934
1861.8943,8904
1862.5464,8967
1863.1985,8951
1863.8505,8997
1864.5023,8942
1865.1541,8914
1865.8055,8952
1866.4570,8920
1867.1084,8987
1867.7596,8936
1868.4108,8925
1869.0618,8925
1869.7126,8975
1870.3634,8989
1871.0140,8945
1871.6646,8895
1872.3149,8846
1872.9653,8989
1873.6155,8987
1874.2655,8911
1874.9154,8945
1875.5653,8895
1876.2150,8843
1876.8645,8871
1877.5140,8931
1878.1633,8861
1878.8125,8894
1879.4617,8838
1880.1106,8918
1880.7595,8920
1881.4083,8987
1882.0569,8887
1882.7054,8844
1883.3539,8840
1884.0021,8902
1884.6503,8836
1885.2983,8929
1885.9463,8810
1886.5940,8846
1887.2417,8857
1887.8893,8885
1888.5367,8853
1889.1841,8807
1889.8313,8840
1890.4784,8853
1891.1254,8808
1891.7723,8840
1892.4191,8851
1893.0657,8789
1893.7122,8798
1894.3585,8814
1895.0049,8754
1895.6510,8834
1896.2971,8852
1896.9430,8811
1897.5887,8757
1898.2345,8741
1898.8800,8834
1899.5255,8817
1900.1709,8789
1900.8160,8790
1901.4612,8771
1902.1062,8771
1902.7511,8792
1903.3958,8774
1904.0404,8742
1904.6849,8708
1905.3293,8742
1905.9736,8764
1906.6178,8744
1907.2618,8695
1907.9058,8713
1908.5496,8734
1909.1932,8752
1909.8369,8723
1910.4803,8709
1911.1237,8692
1911.7670,8726
1912.4100,8650
1913.0530,8763
1913.6959,8696
1914.3386,8676
1914.9813,8743
1915.6238,8712
1916.2662,8674
1916.9086,8692
1917.5507,8677
1918.1927,8711
1918.8347,8694
1919.4766,8671
1920.1183,8690
1920.7599,8691
1921.4014,8669
1922.0427,8708
1922.6840,8654
1923.3251,8632
1923.9661,8671
1924.6069,8679
1925.2477,8699
1925.8884,8636
1926.5289,8591
1927.1693,8691
1927.8097,8637
1928.4498,8714
1929.0900,8697
1929.7299,8625
1930.3698,8655
1931.0095,8629
1931.6490,8661
1932.2886,8697
1932.9280,8695
1933.5673,8679
1934.2064,8568
1934.8453,8653
1935.4843,8719
1936.1230,8616
1936.7618,8617
1937.4004,8607
1938.0388,8600
1938.6771,8721
1939.3153,8628
1939.9535,8690
1940.5914,8648
1941.2292,8652
1941.8671,8694
1942.5046,8654
1943.1422,8615
1943.7797,8665
1944.4169,8611
1945.0541,8581
1945.6912,8683
1946.3281,8719
1946.9648,8717
1947.6016,8611
1948.2382,8661
1948.8746,8664
1949.5110,8613
1950.1473,8700
1950.7834,8699
1951.4194,8718
1952.0553,8667
1952.6912,8639
1953.3268,8681
1953.9623,8755
1954.5978,8639
1955.2330,8681
1955.8683,8691
1956.5034,8731
1957.1383,8784
1957.7732,8736
1958.4080,8738
1959.0426,8770
1959.6771,8732
1960.3115,8765
1960.9458,8721
1961.5800,8722
1962.2140,8768
1962.8479,8739
1963.4817,8754
1964.1155,8750
1964.7490,8800
1965.3824,8807
1966.0159,8841
1966.6490,8746
1967.2822,8818
1967.9153,8715
1968.5481,8799
1969.1809,8766
1969.8136,8757
1970.4462,8762
1971.0786,8758
1971.7109,8835
1972.3431,8804
1972.9752,8794
1973.6072,8866
1974.2390,8835
1974.8707,8807
1975.5024,8827
1976.1339,8852
1976.7654,8841
1977.3966,8870
1978.0278,8818
1978.6588,8851
1979.2898,8914
1979.9207,8840
1980.5514,8870
1981.1819,8843
1981.8124,8874
1982.4427,8890
1983.0730,8876
1983.7031,8956
1984.3333,8819
1984.9631,8901
1985.5929,8931
1986.2225,8901
1986.8522,8928
1987.4816,8879
1988.1110,8901
1988.7401,8951
1989.3693,8917
1989.9983,8906
1990.6272,8951
1991.2559,8858
1991.8845,8952
1992.5131,8989
1993.1415,8901
1993.7698,8999
1994.3981,9051
1995.0261,9005
1995.6541,8988
1996.2819,8961
1996.9097,8963
1997.5372,9027
1998.1648,8937
1998.7921,8913
1999.4194,8977
2000.0466,9026
2000.6737,8948
2001.3005,8994
2001.9274,8967
2002.5541,9016
2003.1807,9004
2003.8073,9059
2004.4336,9033
2005.0598,9000
2005.6859,8985
2006.3120,9028
2006.9379,9031
2007.5637,9032
2008.1893,9093
2008.8149,9043
2009.4404,9024
2010.0657,9057
2010.6909,9033
2011.3160,9021
2011.9410,9124
2012.5659,9046
2013.1907,9030
2013.8154,9042
2014.4399,8983
2015.0643,9044
2015.6887,9085
2016.3129,9060
2016.9370,9066
2017.5609,8985
2018.1848,9054
2018.8086,9036
2019.4323,9061
2020.0557,9116
2020.6791,9048
2021.3024,9091
2021.9257,9084
2022.5487,9048
2023.1716,9105
2023.7944,9100
2024.4172,9101
2025.0398,9159
2025.6624,9080
2026.2847,9085
2026.9070,9101
2027.5292,8999
2028.1512,9107
2028.7731,9104
2029.3949,9152
2030.0166,9155
2030.6383,9133
2031.2598,9017
2031.8811,9188
2032.5023,9085
2033.1235,9126
2033.7445,9193
2034.3655,9122
2034.9862,9164
2035.6069,9153
2036.2275,9121
2036.8480,9218
2037.4684,9163
2038.0886,9177
2038.7087,9137
2039.3287,9127
2039.9486,9242
2040.5684,9180
2041.1881,9118
2041.8076,9212
2042.4271,9143
2043.0464,9144
2043.6656,9262
2044.2848,9188
2044.9038,9229
2045.5227,9241
2046.1415,9219
2046.7601,9272
2047.3787,9200
2047.9971,9127
2048.6155,9225
2049.2336,9166
2049.8518,9208
2050.4697,9231
2051.0876,9245
2051.7053,9334
2052.3230,9234
2052.9404,9258
2053.5579,9263
2054.1753,9229
2054.7925,9339
2055.4094,9301
2056.0266,9255
2056.6433,9284
2057.2600,9273
2057.8767,9246
2058.4932,9342
2059.1096,9239
2059.7261,9297
2060.3420,9287
2060.9583,9259
2061.5742,9313
2062.1899,9360
2062.8059,9300
2063.4214,9342
2064.0369,9320
2064.6523,9313
2065.2676,9307
2065.8828,9268
2066.4978,9313
2067.1128,9409
2067.7278,9330
2068.3423,9409
2068.9570,9324
2069.5715,9356
2070.1860,9391
2070.8003,9364
2071.4143,9354
2072.0283,9373
2072.6423,9380
2073.2561,9495
2073.8699,9386
2074.4836,9361
2075.0972,9482
2075.7104,9363
2076.3237,9469
2076.9368,9526
2077.5500,9412
2078.1628,9409
2078.7756,9353
2079.3884,9432
2080.0010,9539
2080.6135,9515
2081.2258,9404
2081.8381,9550
2082.4504,9419
2083.0625,9473
2083.6743,9495
2084.2861,9466
