TITLE,
1134.6826,1522
1135.4675,1537
1136.2523,1529
1137.0370,1533
1137.8214,1515
1138.6058,1525
1139.3900,1526
1140.1741,1535
1140.9580,1536
1141.7417,1541
1142.5254,1542
1143.3088,1541
1144.0922,1543
1144.8754,1542
1145.6584,1541
1146.4414,1533
1147.2241,1548
1148.0067,1558
1148.7892,1550
1149.5715,1549
1150.3538,1552
1151.1359,1552
1151.9177,1570
1152.6995,1568
1153.4811,1566
1154.2626,1563
1155.0439,1550
1155.8251,1577
1156.6061,1573
1157.3871,1566
1158.1677,1591
1158.9484,1584
1159.7289,1578
1160.5092,1581
1161.2894,1594
1162.0695,1574
1162.8494,1562
1163.6290,1593
1164.4087,1600
1165.1881,1578
1165.9675,1612
1166.7467,1603
1167.5256,1616
1168.3046,1615
1169.0834,1603
1169.8619,1611
1170.6404,1612
1171.4187,1633
1172.1969,1623
1172.9750,1619
1173.7528,1630
1174.5306,1631
1175.3082,1618
1176.0857,1625
1176.8630,1630
1177.6401,1654
1178.4172,1618
1179.1941,1658
1179.9708,1681
1180.7476,1661
1181.5239,1638
1182.3003,1659
1183.0765,1634
1183.8525,1661
1184.6284,1661
1185.4042,1666
1186.1798,1686
1186.9553,1672
1187.7306,1663
1188.5057,1669
1189.2809,1693
1190.0558,1691
1190.8304,1686
1191.6051,1700
1192.3796,1700
1193.1539,1707
1193.9281,1703
1194.7021,1713
1195.4761,1724
1196.2499,1697
1197.0234,1691
1197.7970,1705
1198.5703,1728
1199.3435,1689
1200.1166,1721
1200.8895,1718
1201.6622,1715
1202.4349,1746
1203.2074,1732
1203.9797,1732
1204.7520,1757
1205.5240,1718
1206.2959,1754
1207.0677,1755
1207.8394,1753
1208.6108,1723
1209.3822,1753
1210.1534,1738
1210.9246,1753
1211.6954,1753
1212.4662,1766
1213.2369,1758
1214.0074,1777
1214.7777,1772
1215.5480,1774
1216.3181,1753
1217.0880,1772
1217.8578,1796
1218.6274,1799
1219.3970,1768
1220.1664,1788
1220.9357,1777
1221.7047,1786
1222.4736,1804
1223.2426,1773
1224.0112,1814
1224.7797,1808
1225.5481,1809
1226.3164,1814
1227.0845,1812
1227.8524,1813
1228.6202,1800
1229.3879,1821
1230.1555,1815
1230.9230,1850
1231.6902,1818
1232.4573,1823
1233.2244,1812
1233.9912,1836
1234.7578,1869
1235.5244,1835
1236.2909,1839
1237.0571,1846
1237.8232,1846
1238.5894,1856
1239.3551,1879
1240.1208,1852
1240.8865,1875
1241.6519,1857
1242.4172,1874
1243.1824,1894
1243.9474,1892
1244.7123,1908
1245.4771,1885
1246.2416,1886
1247.0061,1885
1247.7704,1900
1248.5345,1909
1249.2986,1898
1250.0625,1915
1250.8263,1921
1251.5900,1923
1252.3534,1945
1253.1167,1939
1253.8799,1934
1254.6429,1919
1255.4059,1941
1256.1687,1962
1256.9314,1953
1257.6938,1953
1258.4562,1965
1259.2184,1988
1259.9805,1955
1260.7424,1964
1261.5043,1986
1262.2660,1987
1263.0275,1990
1263.7888,2011
1264.5500,2004
1265.3112,2016
1266.0721,2020
1266.8330,2032
1267.5936,2038
1268.3542,2037
1269.1146,2064
1269.8749,2043
1270.6350,2031
1271.3950,2081
1272.1549,2092
1272.9147,2075
1273.6742,2109
1274.4336,2091
1275.1929,2079
1275.9520,2104
1276.7111,2111
1277.4700,2127
1278.2288,2118
1278.9873,2120
1279.7458,2168
1280.5042,2174
1281.2623,2139
1282.0204,2164
1282.7783,2130
1283.5360,2162
1284.2937,2172
1285.0511,2194
1285.8085,2183
1286.5657,2196
1287.3228,2200
1288.0797,2216
1288.8365,2214
1289.5931,2234
1290.3497,2221
1291.1061,2258
1291.8623,2252
1292.6184,2255
1293.3744,2263
1294.1302,2252
1294.8860,2273
1295.6415,2280
1296.3970,2269
1297.1522,2311
1297.9073,2314
1298.6624,2317
1299.4172,2298
1300.1719,2326
1300.9265,2340
1301.6809,2357
1302.4353,2348
1303.1895,2355
1303.9435,2364
1304.6974,2356
1305.4512,2360
1306.2047,2386
1306.9583,2419
1307.7115,2417
1308.4647,2423
1309.2179,2432
1309.9708,2453
1310.7235,2455
1311.4762,2465
1312.2288,2498
1312.9811,2481
1313.7334,2493
1314.4855,2513
1315.2374,2523
1315.9893,2541
1316.7410,2554
1317.4926,2580
1318.2439,2595
1318.9952,2646
1319.7463,2653
1320.4973,2681
1321.2482,2711
1321.9989,2764
1322.7495,2808
1323.5000,2867
1324.2502,2945
1325.0005,3111
1325.7505,3319
1326.5005,3715
1327.2502,4535
1327.9999,5906
1328.7493,7684
1329.4987,9445
1330.2479,10516
1330.9969,10367
1331.7460,8924
1332.4948,6850
1333.2434,5109
1333.9919,4053
1334.7404,3511
1335.4886,3243
1336.2367,3139
1336.9847,3053
1337.7325,3025
1338.4803,2971
1339.2279,2966
1339.9753,2955
1340.7227,2975
1341.4697,2972
1342.2168,2969
1342.9637,2963
1343.7104,2988
1344.4570,2982
1345.2036,3002
1345.9500,2979
1346.6962,3003
1347.4423,3023
1348.1881,3015
1348.9340,3035
1349.6796,3061
1350.4252,3095
1351.1705,3113
1351.9158,3097
1352.6609,3127
1353.4059,3119
1354.1508,3179
1354.8955,3196
1355.6400,3193
1356.3845,3204
1357.1288,3237
1357.8729,3262
1358.6169,3268
1359.3608,3273
1360.1046,3286
1360.8483,3336
1361.5917,3375
1362.3351,3379
1363.0782,3391
1363.8214,3377
1364.5643,3406
1365.3071,3444
1366.0498,3462
1366.7924,3475
1367.5348,3544
1368.2770,3537
1369.0192,3552
1369.7611,3575
1370.5031,3618
1371.2448,3631
1371.9863,3646
1372.7278,3670
1373.4691,3724
1374.2102,3738
1374.9513,3743
1375.6923,3758
1376.4330,3764
1377.1736,3858
1377.9141,3829
1378.6545,3880
1379.3948,3917
1380.1348,3928
1380.8748,3934
1381.6146,3983
1382.3542,4012
1383.0939,3986
1383.8333,4056
1384.5725,4089
1385.3118,4121
1386.0508,4135
1386.7897,4177
1387.5283,4216
1388.2670,4266
1389.0055,4242
1389.7438,4261
1390.4821,4317
1391.2201,4346
1391.9580,4377
1392.6958,4397
1393.4335,4418
1394.1710,4427
1394.9084,4450
1395.6456,4504
1396.3828,4500
1397.1198,4509
1397.8567,4554
1398.5934,4603
1399.3300,4644
1400.0664,4632
1400.8027,4669
1401.5389,4682
1402.2750,4680
1403.0109,4706
1403.7467,4716
1404.4823,4723
1405.2179,4762
1405.9532,4754
1406.6885,4811
1407.4236,4811
1408.1586,4819
1408.8934,4860
1409.6281,4888
1410.3627,4909
1411.0972,4901
1411.8314,4918
1412.5656,4927
1413.2997,4943
1414.0336,4962
1414.7673,4973
1415.5010,4956
1416.2345,4936
1416.9678,4990
1417.7010,5006
1418.4341,5009
1419.1671,4979
1419.8999,5024
1420.6327,5045
1421.3652,4991
1422.0977,5061
1422.8300,4978
1423.5621,5014
1424.2941,4996
1425.0260,5032
1425.7578,4988
1426.4894,5030
1427.2209,4987
1427.9523,5005
1428.6835,5022
1429.4146,4987
1430.1455,4979
1430.8763,4967
1431.6071,4969
1432.3376,4967
1433.0680,4935
1433.7983,4916
1434.5286,4907
1435.2585,4879
1435.9884,4928
1436.7181,4895
1437.4478,4824
1438.1772,4840
1438.9066,4872
1439.6359,4816
1440.3650,4846
1441.0940,4812
1441.8228,4762
1442.5515,4757
1443.2800,4775
1444.0084,4725
1444.7368,4695
1445.4650,4638
1446.1930,4650
1446.9209,4663
1447.6486,4629
1448.3762,4601
1449.1038,4567
1449.8311,4590
1450.5583,4540
1451.2854,4497
1452.0125,4519
1452.7393,4507
1453.4659,4493
1454.1925,4430
1454.9189,4420
1455.6453,4370
1456.3715,4376
1457.0974,4363
1457.8234,4344
1458.5492,4341
1459.2748,4313
1460.0002,4315
1460.7257,4253
1461.4509,4253
1462.1760,4210
1462.9010,4219
1463.6259,4186
1464.3506,4141
1465.0752,4151
1465.7996,4158
1466.5239,4102
1467.2482,4099
1467.9722,4084
1468.6960,4064
1469.4199,4088
1470.1436,4078
1470.8671,4021
1471.5905,4009
1472.3137,4001
1473.0369,3983
1473.7599,3936
1474.4827,3946
1475.2054,3921
1475.9281,3927
1476.6505,3880
1477.3729,3891
1478.0951,3867
1478.8171,3856
1479.5391,3857
1480.2609,3828
1480.9825,3823
1481.7041,3840
1482.4255,3775
1483.1469,3777
1483.8680,3736
1484.5890,3759
1485.3099,3746
1486.0306,3719
1486.7512,3742
1487.4718,3707
1488.1921,3709
1488.9124,3647
1489.6324,3676
1490.3524,3646
1491.0723,3641
1491.7920,3631
1492.5116,3603
1493.2310,3608
1493.9503,3631
1494.6696,3591
1495.3885,3582
1496.1074,3579
1496.8263,3562
1497.5449,3567
1498.2634,3551
1498.9818,3576
1499.7001,3510
1500.4182,3523
1501.1362,3493
1501.8541,3500
1502.5719,3510
1503.2894,3495
1504.0070,3484
1504.7242,3491
1505.4415,3471
1506.1586,3492
1506.8756,3460
1507.5924,3455
1508.3091,3477
1509.0256,3455
1509.7421,3439
1510.4584,3412
1511.1746,3429
1511.8906,3406
1512.6064,3415
1513.3223,3406
1514.0380,3386
1514.7534,3403
1515.4689,3426
1516.1841,3404
1516.8992,3366
1517.6143,3371
1518.3291,3357
1519.0438,3344
1519.7584,3362
1520.4729,3357
1521.1873,3357
1521.9015,3379
1522.6155,3349
1523.3295,3371
1524.0433,3358
1524.7570,3354
1525.4706,3314
1526.1840,3347
1526.8973,3345
1527.6105,3336
1528.3235,3325
1529.0365,3331
1529.7493,3315
1530.4619,3318
1531.1744,3300
1531.8868,3325
1532.5991,3301
1533.3112,3329
1534.0232,3311
1534.7351,3266
1535.4468,3285
1536.1584,3325
1536.8699,3314
1537.5813,3291
1538.2925,3317
1539.0035,3328
1539.7146,3315
1540.4254,3302
1541.1361,3319
1541.8467,3342
1542.5571,3296
1543.2675,3328
1543.9777,3296
1544.6877,3293
1545.3976,3315
1546.1074,3337
1546.8171,3306
1547.5266,3300
1548.2361,3312
1548.9453,3303
1549.6545,3266
1550.3635,3272
1551.0724,3269
1551.7811,3243
1552.4899,3280
1553.1984,3260
1553.9067,3273
1554.6150,3296
1555.3231,3239
1556.0310,3242
1556.7389,3240
1557.4467,3256
1558.1543,3244
1558.8617,3230
1559.5691,3223
1560.2762,3251
1560.9834,3268
1561.6903,3255
1562.3972,3249
1563.1039,3230
1563.8104,3247
1564.5168,3232
1565.2233,3201
1565.9294,3215
1566.6355,3212
1567.3414,3248
1568.0472,3231
1568.7528,3262
1569.4584,3221
1570.1638,3238
1570.8691,3217
1571.5742,3198
1572.2793,3224
1572.9843,3211
1573.6890,3210
1574.3937,3195
1575.0981,3179
1575.8025,3225
1576.5068,3198
1577.2109,3224
1577.9149,3221
1578.6188,3240
1579.3225,3228
1580.0261,3189
1580.7296,3221
1581.4330,3222
1582.1362,3230
1582.8394,3219
1583.5424,3246
1584.2451,3216
1584.9479,3210
1585.6505,3238
1586.3529,3259
1587.0553,3209
1587.7574,3254
1588.4596,3226
1589.1615,3229
1589.8634,3229
1590.5651,3259
1591.2666,3233
1591.9680,3245
1592.6693,3254
1593.3706,3233
1594.0717,3272
1594.7726,3227
1595.4734,3253
1596.1741,3225
1596.8745,3274
1597.5750,3263
1598.2753,3253
1598.9755,3281
1599.6754,3277
1600.3754,3273
1601.0752,3272
1601.7748,3278
1602.4744,3285
1603.1737,3276
1603.8730,3272
1604.5721,3271
1605.2712,3310
1605.9701,3299
1606.6688,3296
1607.3674,3297
1608.0659,3332
1608.7644,3305
1609.4626,3333
1610.1608,3294
1610.8588,3328
1611.5566,3294
1612.2544,3316
1612.9520,3317
1613.6494,3322
1614.3468,3314
1615.0441,3362
1615.7412,3368
1616.4381,3354
1617.1350,3393
1617.8318,3365
1618.5283,3350
1619.2249,3362
1619.9211,3341
1620.6174,3370
1621.3135,3352
1622.0094,3375
1622.7053,3379
1623.4010,3393
1624.0966,3378
1624.7920,3388
1625.4874,3399
1626.1826,3392
1626.8777,3376
1627.5726,3384
1628.2675,3405
1628.9622,3419
1629.6567,3428
1630.3512,3445
1631.0455,3419
1631.7397,3445
1632.4337,3393
1633.1277,3405
1633.8215,3428
1634.5153,3423
1635.2087,3452
1635.9022,3461
1636.5956,3445
1637.2887,3465
1637.9818,3476
1638.6747,3471
1639.3676,3487
1640.0602,3475
1640.7527,3453
1641.4452,3487
1642.1375,3465
1642.8296,3507
1643.5217,3468
1644.2136,3480
1644.9054,3486
1645.5970,3464
1646.2886,3516
1646.9801,3519
1647.6714,3470
1648.3625,3474
1649.0536,3500
1649.7445,3517
1650.4353,3500
1651.1260,3504
1651.8164,3492
1652.5068,3492
1653.1971,3512
1653.8873,3513
1654.5774,3510
1655.2672,3518
1655.9570,3558
1656.6467,3538
1657.3362,3514
1658.0256,3545
1658.7150,3517
1659.4041,3566
1660.0931,3534
1660.7820,3567
1661.4708,3566
1662.1594,3555
1662.8480,3544
1663.5364,3549
1664.2247,3580
1664.9128,3531
1665.6008,3587
1666.2887,3577
1666.9766,3573
1667.6642,3597
1668.3517,3585
1669.0391,3590
1669.7264,3577
1670.4136,3615
1671.1006,3628
1671.7875,3605
1672.4742,3585
1673.1609,3604
1673.8474,3596
1674.5338,3627
1675.2201,3599
1675.9063,3619
1676.5923,3599
1677.2782,3640
1677.9640,3645
1678.6497,3611
1679.3351,3634
1680.0205,3647
1680.7058,3650
1681.3910,3685
1682.0760,3668
1682.7609,3597
1683.4457,3640
1684.1304,3665
1684.8148,3670
1685.4993,3634
1686.1836,3671
1686.8677,3628
1687.5518,3685
1688.2356,3674
1688.9194,3675
1689.6030,3689
1690.2866,3721
1690.9700,3689
1691.6533,3713
1692.3364,3697
1693.0195,3687
1693.7024,3671
1694.3853,3657
1695.0679,3688
1695.7504,3700
1696.4329,3759
1697.1151,3729
1697.7972,3713
1698.4794,3737
1699.1613,3730
1699.8430,3731
1700.5247,3734
1701.2063,3734
1701.8877,3764
1702.5690,3740
1703.2501,3731
1703.9312,3743
1704.6121,3786
1705.2930,3751
1705.9736,3748
1706.6542,3756
1707.3346,3768
1708.0149,3775
1708.6951,3781
1709.3751,3796
1710.0551,3827
1710.7349,3815
1711.4146,3766
1712.0941,3794
1712.7736,3778
1713.4529,3830
1714.1321,3803
1714.8112,3790
1715.4901,3797
1716.1689,3807
1716.8477,3842
1717.5261,3832
1718.2046,3843
1718.8829,3797
1719.5612,3854
1720.2393,3820
1720.9172,3852
1721.5950,3853
1722.2727,3880
1722.9503,3847
1723.6278,3855
1724.3052,3918
1724.9823,3875
1725.6594,3899
1726.3364,3898
1727.0133,3901
1727.6899,3879
1728.3666,3915
1729.0431,3900
1729.7194,3890
1730.3956,3901
1731.0718,3893
1731.7477,3919
1732.4236,3884
1733.0994,3937
1733.7749,3928
1734.4504,3920
1735.1259,3962
1735.8010,3936
1736.4762,3931
1737.1512,3934
1737.8260,3938
1738.5009,3960
1739.1754,3972
1739.8500,3967
1740.5244,3966
1741.1986,3955
1741.8728,3967
1742.5468,3953
1743.2207,4003
1743.8944,3956
1744.5681,3941
1745.2417,3977
1745.9150,3972
1746.5884,3994
1747.2615,3986
1747.9346,4026
1748.6074,4007
1749.2803,3949
1749.9529,3998
1750.6255,4002
1751.2979,4039
1751.9702,4006
1752.6423,4022
1753.3145,4045
1753.9865,4023
1754.6582,4041
1755.3300,4020
1756.0015,4015
1756.6730,4067
1757.3442,4072
1758.0155,4059
1758.6865,4057
1759.3575,4029
1760.0283,4060
1760.6991,4025
1761.3696,4072
1762.0402,4062
1762.7104,4060
1763.3807,4061
1764.0508,4075
1764.7208,4079
1765.3906,4060
1766.0604,4055
1766.7300,4056
1767.3995,4056
1768.0688,4052
1768.7382,4057
1769.4072,4073
1770.0763,4072
1770.7451,4081
1771.4139,4081
1772.0825,4068
1772.7511,4112
1773.4196,4067
1774.0878,4047
1774.7560,4107
1775.4240,4079
1776.0919,4085
1776.7596,4089
1777.4274,4071
1778.0950,4072
1778.7623,4102
1779.4297,4098
1780.0968,4098
1780.7639,4083
1781.4308,4089
1782.0977,4072
1782.7644,4112
1783.4309,4064
1784.0974,4056
1784.7638,4082
1785.4299,4068
1786.0961,4046
1786.7621,4069
1787.4279,4059
1788.0936,4087
1788.7593,4077
1789.4247,4074
1790.0901,4102
1790.7554,4074
1791.4204,4060
1792.0854,4058
1792.7504,4098
1793.4152,4104
1794.0797,4090
1794.7443,4103
1795.4087,4103
1796.0730,4049
1796.7371,4091
1797.4011,4051
1798.0651,4090
1798.7289,4133
1799.3926,4076
1800.0560,4098
1800.7195,4092
1801.3828,4079
1802.0460,4071
1802.7091,4057
1803.3721,4114
1804.0349,4083
1804.6976,4077
1805.3602,4088
1806.0227,4091
1806.6849,4103
1807.3472,4045
1808.0093,4092
1808.6713,4076
1809.3331,4063
1809.9949,4094
1810.6566,4104
1811.3181,4066
1811.9795,4095
1812.6407,4072
1813.3019,4084
1813.9629,4097
1814.6238,4091
1815.2845,4085
1815.9452,4091
1816.6058,4086
1817.2662,4071
1817.9265,4075
1818.5867,4081
1819.2467,4071
1819.9067,4081
1820.5665,4051
1821.2262,4039
1821.8857,4057
1822.5453,4055
1823.2046,4097
1823.8638,4067
1824.5229,4077
1825.1819,4090
1825.8408,4079
1826.4995,4105
1827.1581,4062
1827.8167,4060
1828.4750,4077
1829.1333,4065
1829.7914,4090
1830.4495,4088
1831.1074,4107
1831.7651,4070
1832.4229,4041
1833.0803,4055
1833.7378,4107
1834.3951,4063
1835.0522,4070
1835.7094,4038
1836.3663,4079
1837.0231,4108
1837.6798,4068
1838.3364,4089
1838.9929,4068
1839.6493,4079
1840.3054,4051
1840.9615,4089
1841.6176,4084
1842.2734,4064
1842.9292,4054
1843.5848,4087
1844.2404,4062
1844.8958,4056
1845.5510,4066
1846.2062,4096
1846.8612,4068
1847.5161,4083
1848.1709,4110
1848.8256,4068
1849.4802,4078
1850.1346,4068
1850.7889,4074
1851.4431,4084
1852.0973,4083
1852.7512,4060
1853.4050,4032
1854.0588,4085
1854.7124,4071
1855.3658,4065
1856.0193,4085
1856.6725,4039
1857.3257,4062
1857.9786,4074
1858.6316,4065
1859.2843,4066
1859.9370,4080
1860.5895,4074
1861.2419,4056
1861.8943,4068
1862.5464,4049
1863.1985,4060
1863.8505,4070
1864.5023,4043
1865.1541,4054
1865.8055,4066
1866.4570,4082
1867.1084,4085
1867.7596,4043
1868.4108,4046
1869.0618,4091
1869.7126,4107
1870.3634,4082
1871.0140,4061
1871.6646,4041
1872.3149,4076
1872.9653,4035
1873.6155,4085
1874.2655,4051
1874.9154,4049
1875.5653,4035
1876.2150,4018
1876.8645,4048
1877.5140,4040
1878.1633,4021
1878.8125,4028
1879.4617,4030
1880.1106,4054
1880.7595,4007
1881.4083,4027
1882.0569,4005
1882.7054,4028
1883.3539,4007
1884.0021,3989
1884.6503,4004
1885.2983,4037
1885.9463,4035
1886.5940,3990
1887.2417,4009
1887.8893,4019
1888.5367,3986
1889.1841,4016
1889.8313,3996
1890.4784,4002
1891.1254,4052
1891.7723,4008
1892.4191,3998
1893.0657,3999
1893.7122,4017
1894.3585,4061
1895.0049,4005
1895.6510,3979
1896.2971,3992
1896.9430,4023
1897.5887,3960
1898.2345,4011
1898.8800,4020
1899.5255,3974
1900.1709,3973
1900.8160,3991
1901.4612,3967
1902.1062,3970
1902.7511,3998
1903.3958,3980
1904.0404,3978
1904.6849,3958
1905.3293,3999
1905.9736,3953
1906.6178,3955
1907.2618,3964
1907.9058,3955
1908.5496,3951
1909.1932,3974
1909.8369,3933
1910.4803,3982
1911.1237,3940
1911.7670,3939
1912.4100,3986
1913.0530,3982
1913.6959,3937
1914.3386,3927
1914.9813,3983
1915.6238,3950
1916.2662,3921
1916.9086,3935
1917.5507,3926
1918.1927,3958
1918.8347,3901
1919.4766,3991
1920.1183,3927
1920.7599,3958
1921.4014,3960
1922.0427,3974
1922.6840,3922
1923.3251,3941
1923.9661,3937
1924.6069,3922
1925.2477,3954
1925.8884,3934
1926.5289,3927
1927.1693,3896
1927.8097,3906
1928.4498,3963
1929.0900,3989
1929.7299,3909
1930.3698,3966
1931.0095,3928
1931.6490,3905
1932.2886,3934
1932.9280,3939
1933.5673,3927
1934.2064,3962
1934.8453,3924
1935.4843,3949
1936.1230,3941
1936.7618,3936
1937.4004,3926
1938.0388,3910
1938.6771,3977
1939.3153,3938
1939.9535,3923
1940.5914,3940
1941.2292,3873
1941.8671,3963
1942.5046,3959
1943.1422,3950
1943.7797,3949
1944.4169,3914
1945.0541,3955
1945.6912,3945
1946.3281,3928
1946.9648,3960
1947.6016,3922
1948.2382,3937
1948.8746,4003
1949.5110,3955
1950.1473,3991
1950.7834,3931
1951.4194,3979
1952.0553,3957
1952.6912,3929
1953.3268,3943
1953.9623,3964
1954.5978,3970
1955.2330,3949
1955.8683,3976
1956.5034,3959
1957.1383,3974
1957.7732,3959
1958.4080,4003
1959.0426,3993
1959.6771,3986
1960.3115,3973
1960.9458,3975
1961.5800,3986
1962.2140,3996
1962.8479,3980
1963.4817,4008
1964.1155,3968
1964.7490,3995
1965.3824,4021
1966.0159,4004
1966.6490,3952
1967.2822,4001
1967.9153,3987
1968.5481,3986
1969.1809,3975
1969.8136,4004
1970.4462,3988
1971.0786,3975
1971.7109,4033
1972.3431,3983
1972.9752,4004
1973.6072,3993
1974.2390,4028
1974.8707,4031
1975.5024,3993
1976.1339,4036
1976.7654,4016
1977.3966,4020
1978.0278,4007
1978.6588,3999
1979.2898,4019
1979.9207,4054
1980.5514,4046
1981.1819,4005
1981.8124,4031
1982.4427,4064
1983.0730,4041
1983.7031,4063
1984.3333,4048
1984.9631,4040
1985.5929,4068
1986.2225,4025
1986.8522,4044
1987.4816,4073
1988.1110,4036
1988.7401,4031
1989.3693,4081
1989.9983,4088
1990.6272,4044
1991.2559,4043
1991.8845,4076
1992.5131,4092
1993.1415,4063
1993.7698,4091
1994.3981,4041
1995.0261,4078
1995.6541,4095
1996.2819,4070
1996.9097,4079
1997.5372,4081
1998.1648,4099
1998.7921,4118
1999.4194,4075
2000.0466,4109
2000.6737,4057
2001.3005,4074
2001.9274,4079
2002.5541,4042
2003.1807,4085
2003.8073,4102
2004.4336,4056
2005.0598,4074
2005.6859,4085
2006.3120,4078
2006.9379,4121
2007.5637,4093
2008.1893,4075
2008.8149,4112
2009.4404,4097
2010.0657,4115
2010.6909,4079
2011.3160,4122
2011.9410,4120
2012.5659,4107
2013.1907,4081
2013.8154,4111
2014.4399,4091
2015.0643,4080
2015.6887,4072
2016.3129,4099
2016.9370,4109
2017.5609,4081
2018.1848,4156
2018.8086,4099
2019.4323,4081
2020.0557,4111
2020.6791,4098
2021.3024,4107
2021.9257,4122
2022.5487,4086
2023.1716,4110
2023.7944,4106
2024.4172,4095
2025.0398,4128
2025.6624,4102
2026.2847,4088
2026.9070,4149
2027.5292,4097
2028.1512,4128
2028.7731,4158
2029.3949,4126
2030.0166,4158
2030.6383,4140
2031.2598,4118
2031.8811,4135
2032.5023,4130
2033.1235,4134
2033.7445,4165
2034.3655,4127
2034.9862,4141
2035.6069,4117
2036.2275,4132
2036.8480,4141
2037.4684,4129
2038.0886,4121
2038.7087,4138
2039.3287,4119
2039.9486,4175
2040.5684,4132
2041.1881,4127
2041.8076,4136
2042.4271,4163
2043.0464,4148
2043.6656,4199
2044.2848,4126
2044.9038,4129
2045.5227,4135
2046.1415,4149
2046.7601,4199
2047.3787,4150
2047.9971,4170
2048.6155,4180
2049.2336,4125
2049.8518,4188
2050.4697,4184
2051.0876,4140
2051.7053,4200
2052.3230,4151
2052.9404,4149
2053.5579,4162
2054.1753,4170
2054.7925,4154
2055.4094,4203
2056.0266,4155
2056.6433,4188
2057.2600,4162
2057.8767,4194
2058.4932,4174
2059.1096,4201
2059.7261,4207
2060.3420,4171
2060.9583,4178
2061.5742,4248
2062.1899,4215
2062.8059,4176
2063.4214,4202
2064.0369,4176
2064.6523,4198
2065.2676,4218
2065.8828,4208
2066.4978,4196
2067.1128,4225
2067.7278,4182
2068.3423,4228
2068.9570,4200
2069.5715,4194
2070.1860,4193
2070.8003,4191
2071.4143,4195
2072.0283,4270
2072.6423,4186
2073.2561,4220
2073.8699,4225
2074.4836,4250
2075.0972,4265
2075.7104,4226
2076.3237,4238
2076.9368,4248
2077.5500,4252
2078.1628,4253
2078.7756,4216
2079.3884,4258
2080.0010,4272
2080.6135,4244
2081.2258,4225
2081.8381,4245
2082.4504,4260
2083.0625,4302
2083.6743,4272
2084.2861,4235
